"pitch","roll","yaw","vgx","vgy","vgz","temperature_low","temperature_high","tof","height","battery","barometer","time","acc_x","acc_y","acc_z"
"0","1","149","0","0","0","82","85","28","140","59","-13.70","62","29.00","-16.00","-1003.00"
"0","1","149","0","0","0","82","85","27","140","59","-13.63","62","17.00","-15.00","-995.00"
"0","1","149","0","0","0","82","84","27","140","59","-13.97","63","9.00","-13.00","-1009.00"
"0","1","149","0","0","0","82","84","27","140","59","-14.14","63","21.00","-5.00","-1026.00"
"0","0","149","0","0","0","82","84","27","140","59","-14.23","63","3.00","-11.00","-974.00"
"0","0","149","0","0","0","82","84","27","140","59","-13.50","63","5.00","-17.00","-1001.00"
"0","1","149","0","0","0","82","84","27","140","59","-13.94","63","20.00","-14.00","-1014.00"
"0","1","149","0","0","0","82","84","27","140","59","-13.99","63","5.00","-33.00","-952.00"
"0","1","149","0","0","0","82","84","27","140","59","-14.03","63","8.00","-18.00","-964.00"
"0","1","149","0","0","1","82","84","26","140","59","-13.86","63","14.00","-19.00","-933.00"
"0","0","149","0","0","1","82","84","24","140","59","-13.95","63","4.00","-5.00","-896.00"
"0","0","149","0","0","2","82","84","21","130","59","-13.95","63","29.00","-27.00","-921.00"
"3","0","146","0","-1","0","81","84","10","120","59","-14.83","65","43.00","26.00","-1054.00"
"4","1","145","0","-1","-1","81","84","10","120","59","-14.68","65","98.00","-31.00","-986.00"
"5","1","145","0","-1","0","81","84","10","130","59","-14.39","65","107.00","-9.00","-1002.00"
"6","2","144","0","-1","0","81","84","10","0","59","-14.65","65","124.00","-85.00","-1034.00"
"6","3","144","0","-1","0","81","84","10","0","59","-14.22","65","82.00","-66.00","-1002.00"
"8","3","144","0","-1","0","81","84","10","0","59","-14.44","65","143.00","-66.00","-1038.00"
"7","2","144","0","-1","0","81","84","10","0","59","-14.46","65","109.00","-46.00","-1019.00"
"7","2","144","0","-1","0","81","84","10","0","59","-14.41","65","111.00","-68.00","-996.00"
"7","3","144","0","-1","0","81","84","10","0","59","-14.07","65","141.00","-65.00","-987.00"
"6","3","144","0","-1","0","81","84","10","0","59","-14.72","65","99.00","-39.00","-982.00"
"6","3","145","0","-1","0","81","84","10","0","59","-14.43","65","128.00","-85.00","-984.00"
"6","3","145","0","0","0","81","84","10","0","59","-13.96","65","119.00","-60.00","-1009.00"
"7","3","145","0","0","0","81","84","10","0","59","-14.27","65","132.00","-60.00","-990.00"
"7","3","145","0","0","0","81","84","10","0","59","-14.34","65","137.00","-48.00","-991.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.21","65","106.00","-56.00","-1023.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.17","65","105.00","-68.00","-994.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.45","65","93.00","-86.00","-970.00"
"6","3","146","0","0","-1","81","84","10","0","59","-14.36","65","100.00","-66.00","-975.00"
"6","3","147","0","0","-1","81","84","10","0","59","-14.24","65","67.00","-54.00","-977.00"
"6","3","147","0","0","-1","82","85","10","0","59","-14.37","65","139.00","-98.00","-1024.00"
"6","4","147","0","0","-1","82","85","10","0","59","-14.46","65","94.00","-54.00","-992.00"
"5","4","147","0","0","-1","82","85","10","0","59","-13.94","65","132.00","-92.00","-1020.00"
"2","4","147","0","0","-1","82","85","10","0","59","-14.36","65","44.00","-49.00","-972.00"
"1","4","148","0","0","0","82","85","10","0","59","-14.08","65","30.00","-88.00","-964.00"
"1","3","147","0","0","0","82","85","10","0","59","-14.42","65","44.00","-61.00","-1041.00"
"0","3","146","0","0","-1","82","85","10","0","59","-14.42","65","-19.00","-113.00","-1069.00"
"0","2","147","0","0","-1","82","85","10","0","59","-13.93","65","-40.00","-82.00","-959.00"
"1","3","148","0","0","-1","82","85","10","0","59","-14.17","65","41.00","-95.00","-1004.00"
"2","3","150","0","0","0","82","85","10","0","59","-14.21","65","52.00","5.00","-987.00"
"2","4","151","0","0","0","83","86","10","0","59","-14.39","65","2.00","-101.00","-989.00"
"5","5","151","0","0","0","83","86","10","0","59","-14.08","65","59.00","-108.00","-987.00"
"5","7","150","0","0","-1","83","86","10","0","59","-14.13","65","74.00","-43.00","-1108.00"
"2","5","149","0","0","0","83","86","10","0","59","-14.45","65","100.00","-104.00","-774.00"
"2","3","149","0","0","1","83","86","10","0","59","-14.25","65","54.00","-203.00","-1025.00"
"3","4","148","0","0","1","83","86","10","0","59","-14.06","65","93.00","-179.00","-975.00"
"5","3","147","0","0","0","83","86","10","0","59","-14.36","65","85.00","21.00","-1065.00"
"5","3","147","0","0","0","83","86","10","0","59","-14.05","65","156.00","-24.00","-975.00"
"4","1","146","0","0","0","83","86","10","0","59","-14.72","65","191.00","60.00","-929.00"
"4","1","148","0","0","0","83","86","10","0","59","-14.45","65","63.00","-16.00","-1003.00"
"4","1","147","0","0","0","82","84","10","0","59","-14.60","65","111.00","-5.00","-957.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.60","65","39.00","-42.00","-997.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.39","65","58.00","-47.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.24","65","41.00","-1.00","-1008.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.48","65","63.00","-25.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.15","65","51.00","-29.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.39","65","47.00","-13.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.25","65","58.00","-21.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.53","65","52.00","-27.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.39","65","50.00","-17.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.50","65","55.00","-21.00","-999.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.54","65","53.00","-24.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.58","65","52.00","-24.00","-994.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.52","65","53.00","-23.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.44","65","55.00","-21.00","-996.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.71","65","50.00","-23.00","-996.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.27","65","52.00","-22.00","-996.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.25","65","53.00","-21.00","-995.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.40","65","55.00","-20.00","-998.00"
"3","1","148","0","0","0","82","84","10","0","59","-14.16","65","53.00","-20.00","-997.00"
